gameId,text,,sender,timeStamp
m6TvKdvdrZjgzhtiu,"The campaign sounds like a success, likely over the goal.",,JGaJXL9iT3bihAsxk,2022-07-15T18:32:48.520Z
4pm5RYhYxXFLZntmc,and they wanted 750k pounds,,KhfbZ82mEJ48tZHAa,2022-07-15T18:32:48.558Z
dim2RgTtJvc23dnbs,i guessed 1m,,Mb8pbkq89WXeczEGo,2022-07-15T18:32:48.947Z
CKQjDjcESGkCuPj8k,500000 here too,,S5ogsq5oWPQBHMNTg,2022-07-15T18:32:49.031Z
dim2RgTtJvc23dnbs,400000,,eaGDtGJwzyTzBwMh9,2022-07-15T18:32:49.079Z
4pm5RYhYxXFLZntmc,I guessed 1.3 mil,,3TJSMYKpamZsTEftm,2022-07-15T18:32:49.183Z
hwf829nsdnSmRfESf,im thinking shark tank i guessed 625,,kBGnswS4ToMHySmsZ,2022-07-15T18:32:49.313Z
4pm5RYhYxXFLZntmc,"I said 1,000,000",,yyPsvkJ2MhzbyHbCL,2022-07-15T18:32:49.453Z
hwf829nsdnSmRfESf,"I say the whole amount, 750,000",,dvHia38RviDqs3au7,2022-07-15T18:32:49.455Z
m6TvKdvdrZjgzhtiu,I guessed 800k but im not confident in that at all,,AWuxZgxZmbxjhTC3u,2022-07-15T18:32:49.714Z
CKQjDjcESGkCuPj8k,is it how much additional?,,BX74my5h6iBu2x8Tk,2022-07-15T18:32:49.907Z
hwf829nsdnSmRfESf,"I guessed slightly less - 650,000",,TunZ8YiiARxNiwdvQ,2022-07-15T18:32:50.055Z
dim2RgTtJvc23dnbs,"Hello, I don't think they will hit goal becuase investors will be looking for more equity",,MgWxp5AqaEEE52SNT,2022-07-15T18:32:50.157Z
dim2RgTtJvc23dnbs,"All I really know how to do is take 750,006 x 17%",,d3xk4egNBEQMHgyds,2022-07-15T18:32:50.184Z
CKQjDjcESGkCuPj8k,I put 750000,,Bz8KeaEnqhyp7rhTt,2022-07-15T18:32:50.234Z
m6TvKdvdrZjgzhtiu,I think less,,RhdSSTkyyymQRDWjf,2022-07-15T18:32:50.397Z
fSxeZwyd667rNaQHj,"I guessed 2,000,000 pounds, honestly have no idea though",,sapSYAZZ24YKu4wNq,2022-07-15T18:32:50.427Z
fSxeZwyd667rNaQHj,I agree with [name],,puqayLYcwPq7pjeD3,2022-07-15T18:32:50.520Z
4pm5RYhYxXFLZntmc,I feel like we all guessed pretty similiar,,A2Yfd9gZr5eSLyP82,2022-07-15T18:32:50.913Z
dim2RgTtJvc23dnbs,no basis for my answer,,rnGZezYZh4igaJz8K,2022-07-15T18:32:51.089Z
CKQjDjcESGkCuPj8k,I didn't think 20000 was a lot over four years,,yoWTuocgoCKGdC5FC,2022-07-15T18:32:51.167Z
hwf829nsdnSmRfESf,It's hard to tell without the info on the previous funding cycle,,D5XZ63hZa4JvYLSd5,2022-07-15T18:32:51.180Z
fSxeZwyd667rNaQHj,i guessed 2 milllion as well,,yRBJritEXSkL2Bie5,2022-07-15T18:32:51.180Z
4pm5RYhYxXFLZntmc,"I guessed 250,000",,4nNp9PpdTZZpgcE2r,2022-07-15T18:32:51.215Z
fSxeZwyd667rNaQHj,"no idea but i put 15,000",,zQsCeQwRLwzWQsaWQ,2022-07-15T18:32:51.291Z
fSxeZwyd667rNaQHj,"i also guessed 2mil, but i have no idea",,6hXbHRmLwyAXNYX5N,2022-07-15T18:32:51.476Z
m6TvKdvdrZjgzhtiu,Seems they paired people who answered the same.,,JSSpWr3XEERJZdm6S,2022-07-15T18:32:51.594Z
dim2RgTtJvc23dnbs,"I put 400,000",,dJaiqfnzhT4e9aRD6,2022-07-15T18:32:52.187Z
m6TvKdvdrZjgzhtiu,I put 800 to much probably,,4Ab5gmDPDLzXL7f7h,2022-07-15T18:32:52.199Z
fSxeZwyd667rNaQHj,"900,000 is my estimate",,D2KaTJSbBJTG8Jevr,2022-07-15T18:32:52.328Z
dim2RgTtJvc23dnbs,i guessed like 400 thousand,,zW36eb9JD3bJgCkGH,2022-07-15T18:32:52.357Z
hwf829nsdnSmRfESf,I figure the first round of investors already got in. But since it's a subsciption service that means a revenue stream.,,g5y6whtEaPetjem5P,2022-07-15T18:32:52.358Z
fSxeZwyd667rNaQHj,i also said 3 million,,eDK27E3j8HdmDKjkM,2022-07-15T18:32:52.440Z
dim2RgTtJvc23dnbs,"I'm guessing that they got around 350,000",,btnCy68oiGwbzEQpF,2022-07-15T18:32:52.463Z
m6TvKdvdrZjgzhtiu,i guessed 830k,,tqwwmCBTwDbpdzWSA,2022-07-15T18:32:52.541Z
fSxeZwyd667rNaQHj,i said 3.5M,,hyL72wfYXoGHvrmEv,2022-07-15T18:32:52.663Z
hwf829nsdnSmRfESf,"we could guess 650,000",,sTrNr7Wd66oNgnpxv,2022-07-15T18:32:53.649Z
4pm5RYhYxXFLZntmc,"I think that is a respectable value, given they already had 750K",,zunvLyDB6bDsQtHwH,2022-07-15T18:32:53.730Z
CKQjDjcESGkCuPj8k,I put 500000 too because I couldn't tell how successful the company was,,HSWHKMBTtnKrXbdve,2022-07-15T18:32:53.754Z
hwf829nsdnSmRfESf,"I guessed 700,000 but they might have gone higher",,5H5gjPsXcXd8DioQr,2022-07-15T18:32:53.786Z
hwf829nsdnSmRfESf,i figured they met their goal,,cCbdfLSbTkh8Fhur6,2022-07-15T18:32:53.871Z
fSxeZwyd667rNaQHj,"i said 100,000",,79duhC6bEFkHy2fc7,2022-07-15T18:32:54.036Z
CKQjDjcESGkCuPj8k,I did 500k also,,yYbhjuEBHKZ3Tiz3i,2022-07-15T18:32:54.136Z
fSxeZwyd667rNaQHj,"i put 100,000",,CXWC5xPpX3t3TTLTi,2022-07-15T18:32:54.266Z
fSxeZwyd667rNaQHj,"Afternoon!  Does 90,000 sound too much?",,tuZzuHCSBewDRPj7g,2022-07-15T18:32:54.315Z
hwf829nsdnSmRfESf,I said 690000,,BR4aiCnd5sibEfik9,2022-07-15T18:32:54.559Z
m6TvKdvdrZjgzhtiu,It looks like a lot of us put 500k,,g9v47AbbCkdYCmM64,2022-07-15T18:32:54.562Z
hwf829nsdnSmRfESf,Do they mean adding both the successful prior raising and the additional together?,,FpvhpNrqqWd8tPYKW,2022-07-15T18:32:54.686Z
CKQjDjcESGkCuPj8k,hOW MUCH YOU WANT?,,GTihW2Gg7HsGb3WF8,2022-07-15T18:32:54.760Z
fSxeZwyd667rNaQHj,1.5mill,,WSL7uTk8TuDWAB3F6,2022-07-15T18:32:54.904Z
m6TvKdvdrZjgzhtiu,500000,,RhdSSTkyyymQRDWjf,2022-07-15T18:32:55.119Z
m6TvKdvdrZjgzhtiu,"Hello, I think about 500k.",,kSB7R8kKPTDgmzEvS,2022-07-15T18:32:55.388Z
fSxeZwyd667rNaQHj,I have no clue what to do here.  just guessing.,,6uLmqQDWhAkmt7jE9,2022-07-15T18:32:55.645Z
fSxeZwyd667rNaQHj,"geez, you people are way overshooting it",,ANwQoE7a9GXHKyDBo,2022-07-15T18:32:56.118Z
dim2RgTtJvc23dnbs,"350,000",,QHLfEy5GiWvoQGeLN,2022-07-15T18:32:56.371Z
dim2RgTtJvc23dnbs,"I put 900,000, thinking that the 20,000 active subscribers made a difference.",,cjNuRJkNKnmircpsm,2022-07-15T18:32:56.516Z
hwf829nsdnSmRfESf,Looks like everyone picked around the same,,JR9GXMPbBeEwkRRR7,2022-07-15T18:32:56.534Z
CKQjDjcESGkCuPj8k,850006,,E8o3CBJKgtFsb3uiQ,2022-07-15T18:32:56.547Z
dim2RgTtJvc23dnbs,"same 1,000,000",,JWubkaLEhR5Nr4HQo,2022-07-15T18:32:56.549Z
4pm5RYhYxXFLZntmc,so I figured 1M+ is a safe bet,,KhfbZ82mEJ48tZHAa,2022-07-15T18:32:56.660Z
m6TvKdvdrZjgzhtiu,825K i guessed,,JGaJXL9iT3bihAsxk,2022-07-15T18:32:56.759Z
CKQjDjcESGkCuPj8k,"i put 500,000 too",,vqRiQG9iCPD6spKWX,2022-07-15T18:32:56.765Z
dim2RgTtJvc23dnbs,"not sure, i said 500k",,y7tH44xigFkM6sTym,2022-07-15T18:32:57.003Z
dim2RgTtJvc23dnbs,I did 1 million,,58hkLnfJWNhZF3azx,2022-07-15T18:32:57.101Z
hwf829nsdnSmRfESf,I estimated 750000 because they already have some success and this is what they set as the goal.,,D3ShMtKLgBrqrwRhY,2022-07-15T18:32:57.344Z
4pm5RYhYxXFLZntmc,said 700000,,B3eFSp3e83y5niSpQ,2022-07-15T18:32:57.403Z
m6TvKdvdrZjgzhtiu,HAHAHA,,Daw89ySbcvrbt9NTp,2022-07-15T18:32:57.533Z
4pm5RYhYxXFLZntmc,worth 17% of the company i def think it's gotta be 7 digits,,8tfZDrBaahS4LZCoa,2022-07-15T18:32:57.810Z
CKQjDjcESGkCuPj8k,750006,,FdhKLmS2nTcBg9aBi,2022-07-15T18:32:57.926Z
dim2RgTtJvc23dnbs,"I put 900,000",,fF7wqeRatxi85n9fj,2022-07-15T18:32:58.021Z
4pm5RYhYxXFLZntmc,I said 200000 valuing each active subscriber at $10,,K9cWR5iNWDGiFkbzk,2022-07-15T18:32:58.128Z
m6TvKdvdrZjgzhtiu,i guessed 850k,,LLsgkS7MTQJnPxFg6,2022-07-15T18:32:58.463Z
dim2RgTtJvc23dnbs,"I put in 300,000",,DyjRByep8vTjLLLKG,2022-07-15T18:32:58.991Z
m6TvKdvdrZjgzhtiu,"I saw this as already being done.  If they need more money, then that may be a negative sign.  I put 500K",,EzHhnwKWPWCKyNbsX,2022-07-15T18:32:59.034Z
m6TvKdvdrZjgzhtiu,I guess 500k,,QpPatGDQxGkyeJN57,2022-07-15T18:32:59.201Z
fSxeZwyd667rNaQHj,I didn't know how to answer this question,,43BtMKDaCB8N8oHHZ,2022-07-15T18:32:59.228Z
hwf829nsdnSmRfESf,"I would go with 600,000",,W9B69NuwaSYkX3mWG,2022-07-15T18:32:59.579Z
CKQjDjcESGkCuPj8k,I also did the full amount,,37JLGQDNKALMqpwXE,2022-07-15T18:32:59.668Z
m6TvKdvdrZjgzhtiu,i guessed 850k,,86L9bMQHpFNkJfNLf,2022-07-15T18:32:59.699Z
fSxeZwyd667rNaQHj,"I put 50,000",,JeFXLzPRg5xncdQ5u,2022-07-15T18:32:59.789Z
dim2RgTtJvc23dnbs,"I did $1,000,000 as well. I think it's more than the addition sought, but not massively more.",,YKY8dZsHKsSg2qB8W,2022-07-15T18:33:00.009Z
4pm5RYhYxXFLZntmc,"i also guessed 250,000",,KpLpMaKj2mHtBYjpe,2022-07-15T18:33:00.383Z
4pm5RYhYxXFLZntmc,250000,,jd6S3vYPRxg8Gwi3t,2022-07-15T18:33:00.416Z
dim2RgTtJvc23dnbs,i guessed much lower than a million,,rJL5dsfDyo2RrDZgd,2022-07-15T18:33:00.549Z
m6TvKdvdrZjgzhtiu,I also said 800k,,o5p7ocfvn9DbM9Ftr,2022-07-15T18:33:00.552Z
CKQjDjcESGkCuPj8k,"i put 500,00 too",,JJhkkgYQT8T6kgzYn,2022-07-15T18:33:00.723Z
m6TvKdvdrZjgzhtiu,lol i put 800 too,,aHGMThD2uPYzt67ib,2022-07-15T18:33:01.026Z
m6TvKdvdrZjgzhtiu,500k,,vr7jeieWwPAqjmuCx,2022-07-15T18:33:01.176Z
fSxeZwyd667rNaQHj,I said 100k too,,ANwQoE7a9GXHKyDBo,2022-07-15T18:33:01.329Z
m6TvKdvdrZjgzhtiu,looks like that,,Daw89ySbcvrbt9NTp,2022-07-15T18:33:01.333Z
m6TvKdvdrZjgzhtiu,"yeah, I thought less, too. maybe 500 thousand.",,caY32mh2dYsGTx7gn,2022-07-15T18:33:01.492Z
4pm5RYhYxXFLZntmc,"ill go with 1,000,000",,8tfZDrBaahS4LZCoa,2022-07-15T18:33:02.095Z
m6TvKdvdrZjgzhtiu,800K,,kGmfrEBjSpcSfsn9i,2022-07-15T18:33:02.145Z
dim2RgTtJvc23dnbs,"i guessed 400,000 but it was just random",,ysT4RubmNG7GHuKwv,2022-07-15T18:33:02.230Z
hwf829nsdnSmRfESf,"My guess was 700,000",,D5XZ63hZa4JvYLSd5,2022-07-15T18:33:02.478Z
dim2RgTtJvc23dnbs,its 300000,,Eb5Dag3oRPre4iX85,2022-07-15T18:33:02.528Z
hwf829nsdnSmRfESf,why not the full 750000?,,fRjXDvBCuucXWi8Ar,2022-07-15T18:33:02.639Z
hwf829nsdnSmRfESf,hey snacky we did the same!,,JBTuN9odDsLDbrSeD,2022-07-15T18:33:02.714Z
4pm5RYhYxXFLZntmc,me too,,6ed3dSKpi4QuG5KqN,2022-07-15T18:33:02.768Z
CKQjDjcESGkCuPj8k,20k in 4 years is nice,,cXCJrE8ZmoF9ovzDM,2022-07-15T18:33:03.052Z
fSxeZwyd667rNaQHj,im not sure though how much a razor subscription costs,,yRBJritEXSkL2Bie5,2022-07-15T18:33:03.196Z
fSxeZwyd667rNaQHj,I put 25000,,GJ4gRDp4eEWkdQrC3,2022-07-15T18:33:03.216Z
m6TvKdvdrZjgzhtiu,I put 800k,,oLBQkJqPoCHbkp3pq,2022-07-15T18:33:03.513Z
m6TvKdvdrZjgzhtiu,i put 500k,,Daw89ySbcvrbt9NTp,2022-07-15T18:33:03.814Z
CKQjDjcESGkCuPj8k,"i thought the full amount as well, but only 20,000 subscribers",,mQpyFmYY5aBocaSfD,2022-07-15T18:33:03.862Z
CKQjDjcESGkCuPj8k,I did orginal amount,,jaY6WAshKojpu2Bsj,2022-07-15T18:33:04.147Z
hwf829nsdnSmRfESf,anyone have a logical reason for their choice? or just guessed?,,QDX5yiLhWNyt32yg2,2022-07-15T18:33:04.299Z
m6TvKdvdrZjgzhtiu,I thought 825K,,TDtAE4Cf5uvxjKWzD,2022-07-15T18:33:04.550Z
4pm5RYhYxXFLZntmc,I feel like my ankles are swelling,,cx4NNSAveDjDC5JTL,2022-07-15T18:33:04.892Z
fSxeZwyd667rNaQHj,"I put 50,000!",,ddKmg4mFETig4eeCS,2022-07-15T18:33:04.955Z
4pm5RYhYxXFLZntmc,"Some of your estimates are low, why is that?",,YHva7DWfLrsYmEtWh,2022-07-15T18:33:05.140Z
dim2RgTtJvc23dnbs,"I put 900,000, I figured they are established and people would want equity",,i4A2ZaKwvQsfvD78M,2022-07-15T18:33:05.269Z
4pm5RYhYxXFLZntmc,since they are only offering 17 percent it's not great return,,3AC4Dcjetse5939Mr,2022-07-15T18:33:05.351Z
4pm5RYhYxXFLZntmc,"I thought the same as you did, Bill",,A2Yfd9gZr5eSLyP82,2022-07-15T18:33:05.478Z
CKQjDjcESGkCuPj8k,"I think the company achieved its goal in full = 750,006 pounds.",,rjt8tR3j2n9WaRxPW,2022-07-15T18:33:06.093Z
CKQjDjcESGkCuPj8k,after 4 years,,mQpyFmYY5aBocaSfD,2022-07-15T18:33:06.098Z
fSxeZwyd667rNaQHj,"I guessed 100,000 but I am skeptical",,C6WutuxKunk2fDwcQ,2022-07-15T18:33:06.373Z
4pm5RYhYxXFLZntmc,"went with 250,000",,KZCNZRyfEHwxZRNTC,2022-07-15T18:33:06.752Z
dim2RgTtJvc23dnbs,425k here,,hdHL5acds5GzdLkfi,2022-07-15T18:33:06.827Z
m6TvKdvdrZjgzhtiu,exactly this product already exists,,nteYZe2m2KgXWzP2q,2022-07-15T18:33:06.882Z
dim2RgTtJvc23dnbs,"i said 455,000",,MgWxp5AqaEEE52SNT,2022-07-15T18:33:07.086Z
fSxeZwyd667rNaQHj,I think all of us are just guessing,,JKqdkZJpitMoARwob,2022-07-15T18:33:07.527Z
dim2RgTtJvc23dnbs,"I guessed 900,000. I don't really have any idea.",,wc6TscLRvtsNcaR8T,2022-07-15T18:33:07.535Z
dim2RgTtJvc23dnbs,"which is around 127,500",,d3xk4egNBEQMHgyds,2022-07-15T18:33:07.550Z
m6TvKdvdrZjgzhtiu,I guessed about 850K,,W9sHJdhdHmoXtdrtv,2022-07-15T18:33:07.722Z
4pm5RYhYxXFLZntmc,i almost want to say 0,,SADcTm4NSwmk3jC3J,2022-07-15T18:33:07.759Z
hwf829nsdnSmRfESf,"I think because they already had funding previously they probably wouldn't have gotten the full amount.  I think 600,000 is good",,Nn3TYL5erayZdqp3o,2022-07-15T18:33:08.128Z
CKQjDjcESGkCuPj8k,thats really bad,,mQpyFmYY5aBocaSfD,2022-07-15T18:33:08.151Z
fSxeZwyd667rNaQHj,2 is fine but 2.5 million probably is closer,,dw9h4qPtYetfxrRhD,2022-07-15T18:33:08.362Z
fSxeZwyd667rNaQHj,"I took 750,000/17%=4.4 million",,AqS3nMPxXovzeLXYA,2022-07-15T18:33:08.449Z
m6TvKdvdrZjgzhtiu,I think they got more,,pYM4kv6wqx4CNtzYc,2022-07-15T18:33:08.797Z
m6TvKdvdrZjgzhtiu,800k,,hkpzr4xEcneLprQqr,2022-07-15T18:33:08.803Z
dim2RgTtJvc23dnbs,I put 300000.  That is 15 per active subscriber.,,ZXaXg6XKhhpYCTKnv,2022-07-15T18:33:08.875Z
CKQjDjcESGkCuPj8k,I know 745369.3,,GTihW2Gg7HsGb3WF8,2022-07-15T18:33:08.910Z
CKQjDjcESGkCuPj8k,Yes good company probably raised more than asking,,i86YjfZ4fsBqHMHni,2022-07-15T18:33:08.989Z
fSxeZwyd667rNaQHj,"I put 100,000",,aGGiLngoBWxQjS95P,2022-07-15T18:33:09.212Z
CKQjDjcESGkCuPj8k,I think it might be higher than 500000,,276pgDsrvvwJSdLYn,2022-07-15T18:33:09.273Z
dim2RgTtJvc23dnbs,I guessed 98542300,,b7PQcHcCZw5fLybZ6,2022-07-15T18:33:09.342Z
m6TvKdvdrZjgzhtiu,850,,MJDMXSqCZv6FcK87A,2022-07-15T18:33:09.887Z
dim2RgTtJvc23dnbs,"So I guessed high too. They seemed successful, so they probably got more than they asked.",,x6Mjj3dbWFbP6ddwH,2022-07-15T18:33:10.662Z
fSxeZwyd667rNaQHj,Everyone guessing. LOL,,tuZzuHCSBewDRPj7g,2022-07-15T18:33:10.684Z
fSxeZwyd667rNaQHj,i messsed up but i just put that they reached their goal,,yhNCNpdDkJhQou5nn,2022-07-15T18:33:10.942Z
4pm5RYhYxXFLZntmc,7 digits logic makes sense,,K9cWR5iNWDGiFkbzk,2022-07-15T18:33:11.127Z
m6TvKdvdrZjgzhtiu,I guesses,,4Ab5gmDPDLzXL7f7h,2022-07-15T18:33:11.408Z
4pm5RYhYxXFLZntmc,They have a track record of success,,nnF9RCyWqgdq399s9,2022-07-15T18:33:11.420Z
dim2RgTtJvc23dnbs,"850,000",,3ZvsNK5HTe9WquT88,2022-07-15T18:33:11.495Z
dim2RgTtJvc23dnbs,mine was random too,,vavayhTMRS73qgCjp,2022-07-15T18:33:11.852Z
m6TvKdvdrZjgzhtiu,I think less.,,RhdSSTkyyymQRDWjf,2022-07-15T18:33:12.273Z
m6TvKdvdrZjgzhtiu,it's amazing that so many of us chose 500k lol,,SosCD3g6qpNzq3Jhh,2022-07-15T18:33:13.020Z
4pm5RYhYxXFLZntmc,seems kind of high,,D9CB8kGsc6ZKLoTdN,2022-07-15T18:33:13.241Z
m6TvKdvdrZjgzhtiu,800k,,TaAAeu3KHinDwNzwp,2022-07-15T18:33:13.304Z
m6TvKdvdrZjgzhtiu,800k,,DxY2qS69QWEptBgfZ,2022-07-15T18:33:13.314Z
dim2RgTtJvc23dnbs,"I agree, [name]!",,cjNuRJkNKnmircpsm,2022-07-15T18:33:13.420Z
fSxeZwyd667rNaQHj,"I was super low I think, 80,000",,cDuNAnPsnswGWL4AW,2022-07-15T18:33:13.523Z
fSxeZwyd667rNaQHj,1.5 mil was my answer. Sounds like too much though.,,JNWkfLbWTqRaYbGMt,2022-07-15T18:33:13.529Z
4pm5RYhYxXFLZntmc,ok so $1 mil?,,6ed3dSKpi4QuG5KqN,2022-07-15T18:33:13.632Z
4pm5RYhYxXFLZntmc,same as [name],,mrx3rjzszZAtEA4pz,2022-07-15T18:33:13.842Z
CKQjDjcESGkCuPj8k,Let's all go with the exact amount of 750006,,JX9LbASKz45FCj3KJ,2022-07-15T18:33:14.750Z
fSxeZwyd667rNaQHj,"100,000 would be less than they raised so I'd go the other direction",,rsQEPStZ5CvffTNkC,2022-07-15T18:33:14.909Z
CKQjDjcESGkCuPj8k,why zip?,,HSWHKMBTtnKrXbdve,2022-07-15T18:33:15.087Z
dim2RgTtJvc23dnbs,I think 465000,,rkazB4tDXzFXiCdQj,2022-07-15T18:33:15.304Z
hwf829nsdnSmRfESf,But now I think maybe even a little less....that's an awful lot for 20k active subscribers.,,TunZ8YiiARxNiwdvQ,2022-07-15T18:33:15.388Z
CKQjDjcESGkCuPj8k,"I think  the amount was 75,006",,S6mGsKE7h3ffksdNb,2022-07-15T18:33:15.667Z
hwf829nsdnSmRfESf,So I think they got close if not all the funding. Especially for 17% equity,,g5y6whtEaPetjem5P,2022-07-15T18:33:15.878Z
m6TvKdvdrZjgzhtiu,Their prior round of funding was successful,,86L9bMQHpFNkJfNLf,2022-07-15T18:33:16.059Z
CKQjDjcESGkCuPj8k,seem majority of us did 500000,,Bk4WjgX4x9CqbbKcX,2022-07-15T18:33:16.133Z
4pm5RYhYxXFLZntmc,that's true,,gxZSvZr8S4JvTH2iS,2022-07-15T18:33:16.381Z
4pm5RYhYxXFLZntmc,"20,000 subscribers doesn't seem like much of a base to me",,sy5EKGX5APmfLtEaH,2022-07-15T18:33:16.457Z
m6TvKdvdrZjgzhtiu,I guessed,,7EMdEEamsiJJEq4tx,2022-07-15T18:33:16.660Z
fSxeZwyd667rNaQHj,"I put 1,500,000",,6k2y4qCWqo7FKB4dk,2022-07-15T18:33:16.711Z
hwf829nsdnSmRfESf,There is already a somewhat popular mens shave club out there,,5H5gjPsXcXd8DioQr,2022-07-15T18:33:17.130Z
hwf829nsdnSmRfESf,i thought of shark tank what would they think its worth based on subscribers and 4 years in business,,YYnv9bMiqgcN3ggDk,2022-07-15T18:33:17.712Z
dim2RgTtJvc23dnbs,I agree with [name],,MsQpJZRHEFRYkG3Ze,2022-07-15T18:33:18.673Z
CKQjDjcESGkCuPj8k,"Maybe 1,000,000?",,5YWaq3HGWPEttAhAu,2022-07-15T18:33:18.698Z
CKQjDjcESGkCuPj8k,20k subs in 4 years is bad,,mQpyFmYY5aBocaSfD,2022-07-15T18:33:18.745Z
m6TvKdvdrZjgzhtiu,I thought the company did better than they were expecting,,o5p7ocfvn9DbM9Ftr,2022-07-15T18:33:19.094Z
hwf829nsdnSmRfESf,the economy is down,,W9B69NuwaSYkX3mWG,2022-07-15T18:33:19.409Z
dim2RgTtJvc23dnbs,"I guess 400,000. A fair amount of people interested but mainly people want a product with their money",,ziKNdWwwPj4PL3mog,2022-07-15T18:33:19.413Z
dim2RgTtJvc23dnbs,but I have no familiarity with this company or business,,DyjRByep8vTjLLLKG,2022-07-15T18:33:19.611Z
dim2RgTtJvc23dnbs,THat was my thinking too.,,wc6TscLRvtsNcaR8T,2022-07-15T18:33:20.341Z
4pm5RYhYxXFLZntmc,"maybe a bit more, huh",,6ed3dSKpi4QuG5KqN,2022-07-15T18:33:21.285Z
hwf829nsdnSmRfESf,I agree they wouldn't have had the full one,,ss4v7im5qpXc94FKj,2022-07-15T18:33:21.983Z
fSxeZwyd667rNaQHj,it has to be 1 million+,,WSL7uTk8TuDWAB3F6,2022-07-15T18:33:22.013Z
m6TvKdvdrZjgzhtiu,TRUE,,caY32mh2dYsGTx7gn,2022-07-15T18:33:22.554Z
m6TvKdvdrZjgzhtiu,"It was succesful prior, likely would have continued success",,JGaJXL9iT3bihAsxk,2022-07-15T18:33:22.975Z
m6TvKdvdrZjgzhtiu,who would have thought?,,RuKPcyxhNgn5oBXnh,2022-07-15T18:33:23.261Z
fSxeZwyd667rNaQHj,I entered 2.5 million pounds,,k8MKjgEEY5eKoHjz5,2022-07-15T18:33:23.401Z
CKQjDjcESGkCuPj8k,I imagine they got it most from subscribers,,yoWTuocgoCKGdC5FC,2022-07-15T18:33:23.582Z
hwf829nsdnSmRfESf,That was similar to my thinking TP.,,uwSt8npDfWQdnjcu4,2022-07-15T18:33:23.647Z
CKQjDjcESGkCuPj8k,not worth that much money,,mQpyFmYY5aBocaSfD,2022-07-15T18:33:23.778Z
4pm5RYhYxXFLZntmc,Seems like most of us guessed 1 million,,iirwESrLNvyvMwCwF,2022-07-15T18:33:23.953Z
m6TvKdvdrZjgzhtiu,In my experience not many get all they seek,,QpPatGDQxGkyeJN57,2022-07-15T18:33:24.442Z
CKQjDjcESGkCuPj8k,I think they get the full funding,,FdhKLmS2nTcBg9aBi,2022-07-15T18:33:24.753Z
m6TvKdvdrZjgzhtiu,that's a lot of equity they're offering,,pYM4kv6wqx4CNtzYc,2022-07-15T18:33:24.810Z
fSxeZwyd667rNaQHj,sounds like we're all guessing,,sapSYAZZ24YKu4wNq,2022-07-15T18:33:25.063Z
dim2RgTtJvc23dnbs,Sounds like it would be popular.,,gBywxnW7RMKZ2dtqM,2022-07-15T18:33:25.134Z
4pm5RYhYxXFLZntmc,1 million?,,4nNp9PpdTZZpgcE2r,2022-07-15T18:33:25.368Z
4pm5RYhYxXFLZntmc,good conversation,,ymAn8cPLgRWXobR6h,2022-07-15T18:33:25.574Z
hwf829nsdnSmRfESf,amount that is,,ss4v7im5qpXc94FKj,2022-07-15T18:33:26.471Z
dim2RgTtJvc23dnbs,"1,000,000 seems good to me.",,x6Mjj3dbWFbP6ddwH,2022-07-15T18:33:26.708Z
CKQjDjcESGkCuPj8k,What is the correct answer?,,GTihW2Gg7HsGb3WF8,2022-07-15T18:33:26.753Z
m6TvKdvdrZjgzhtiu,smart people chose 800k,,oLBQkJqPoCHbkp3pq,2022-07-15T18:33:27.066Z
m6TvKdvdrZjgzhtiu,Who here is in the shaving industry?,,xy4eDXtkHCtfyG2Hi,2022-07-15T18:33:27.199Z
4pm5RYhYxXFLZntmc,"Yeah, not a great return and only 20000 users.",,pzvKEMZHZ9f8ddqYS,2022-07-15T18:33:27.330Z
dim2RgTtJvc23dnbs,"Sounds like we're mostly between 300,000 and 900,000.",,cjNuRJkNKnmircpsm,2022-07-15T18:33:27.443Z
4pm5RYhYxXFLZntmc,they are low level,,cx4NNSAveDjDC5JTL,2022-07-15T18:33:28.588Z
4pm5RYhYxXFLZntmc,I think 1.5 mil is good?,,mrx3rjzszZAtEA4pz,2022-07-15T18:33:28.807Z
fSxeZwyd667rNaQHj,"not a crazy amount, but doing charity for the 750k?  I doubt they'd make much of it",,ANwQoE7a9GXHKyDBo,2022-07-15T18:33:29.305Z
dim2RgTtJvc23dnbs,I'm not sure how to go about any of it,,rnGZezYZh4igaJz8K,2022-07-15T18:33:29.367Z
fSxeZwyd667rNaQHj,"I took this to say at £3 a razor, for 20k and entered £60",,iGYFBwB7ETiDMn5iw,2022-07-15T18:33:29.416Z
dim2RgTtJvc23dnbs,"750,006 * 17%  ???",,N7L6c39SLPDmxweLw,2022-07-15T18:33:29.695Z
4pm5RYhYxXFLZntmc,250 is too low,,zunvLyDB6bDsQtHwH,2022-07-15T18:33:30.351Z
fSxeZwyd667rNaQHj,"I said 125,000 <- I just don't think crowd funding are people looking for investments.",,puqayLYcwPq7pjeD3,2022-07-15T18:33:30.486Z
CKQjDjcESGkCuPj8k,"The company has 20,000 subscribers = significant, continuous revenue stream...",,rjt8tR3j2n9WaRxPW,2022-07-15T18:33:30.565Z
dim2RgTtJvc23dnbs,i guessed 450000,,rJL5dsfDyo2RrDZgd,2022-07-15T18:33:31.063Z
CKQjDjcESGkCuPj8k,"500,000 values the company at 3 million",,hKn6WpQwDsR5BPg5c,2022-07-15T18:33:31.128Z
m6TvKdvdrZjgzhtiu,I put 500000 as well.,,pE8hDBxMMBwtdpj7X,2022-07-15T18:33:32.044Z
